Accession no.,Title,Object type,Artist,Date,Department,Culture,Materials,Technique,Dimensions,Credit line,Location,Credit,Image
1971.133,Amorous Couple (Mithuna),Sculpture,,400s,Indian and Southeast Asian Art,"Northern India, Uttar Pradesh, Ahichchatra, Gupta period (c. 320-550)",,terracotta,Overall: 38.5 x 37 cm (15 3/16 x 14 9/16 in.),Purchase from the J. H. Wade Fund,242A Ancient India,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1971.133/1971.133_web.jpg
1974.3,Ibis Eating a Lizard,Sculpture,,100 BCE–100 CE,Greek and Roman Art,"Italy, Rome, Roman Empire",,"bronze, hollow cast",Overall: 37.5 cm (14 3/4 in.),Purchase from the J. H. Wade Fund,103 Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1974.3/1974.3_web.jpg
1974.57,Small Sword,Arms and Armor,,c. 1780,Medieval Art,"France, Paris (?), 18th century",,"forged steel blade; partially gilt and russet steel hilt; steel wire, leather bands, wood core",Overall: 103.5 cm (40 3/4 in.); Blade: 86.1 cm (33 7/8 in.); Guard: 8.3 cm (3 1/4 in.),Gift from the Bascom Little Estate,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1974.57/1974.57_web.jpg
1979.37,"Portrait of Napoléone Elisa Baciocchi, Niece of Napoleon I",Sculpture,Lorenzo Bartolini,1810–12,Modern European Painting and Sculpture,"Italy, 19th century",,marble,Overall: 113 x 39.1 cm (44 1/2 x 15 3/8 in.),The Thomas L. Fawick Memorial Collection,201 French Neoclassical Painting & Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1979.37/1979.37_web.jpg
1983.60,Figure Seated on a Lion,Ceramic,Chantilly Porcelain Factory,c.1740–45,Decorative Art and Design,"France, 18th century",,Tin-glazed soft-paste porcelain with enamel decoration,Overall: 18.3 x 30.5 x 12.1 cm (7 3/16 x 12 x 4 3/4 in.),The Norweb Collection,216A French and German,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1983.60/1983.60_web.jpg
1987.13,Woman Holding Plum Blossoms,Sculpture,,mid-700s,Chinese Art,"North China, Tang dynasty (618-907)",,earthenware covered in white slip with traces of pigment,Overall: 43.8 x 16.5 x 12.2 cm (17 1/4 x 6 1/2 x 4 13/16 in.),John L. Severance Fund,239 Chinese Ceramics and Metalwork,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1987.13/1987.13_web.jpg
1987.64,Barbarian,Sculpture,,1–100 CE,Greek and Roman Art,"Italy, Rome",,bronze,Overall: 8.5 x 3.3 x 1.8 cm (3 3/8 x 1 5/16 x 11/16 in.),Purchase from the J. H. Wade Fund,103 Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1987.64/1987.64_web.jpg
1987.65,Mosaic of Tigress and Cubs,Mosaic,,300s CE,Greek and Roman Art,Eastern Roman Empire,,tesserae,Overall: 142.9 x 135.4 cm (56 1/4 x 53 5/16 in.),John L. Severance Fund,103 Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1987.65/1987.65_web.jpg
1989.32,Palette in the Form of a Fish,Tools and Equipment,,c. 3500–2950 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Predynastic (5000–2950 BCE), Naqada II–III (3650–3000 BCE)",,graywacke,Overall: 10.5 cm (4 1/8 in.),Bequest of Elizabeth M. Skala,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1989.32/1989.32_web.jpg
1991.107,Statuette of a Serving Girl,Sculpture,,c. 1323–1186 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, New Kingdom (1540–1069 BCE), Dynasties 18–19",,"terracotta, originally painted",Overall: 38.4 x 9.2 cm (15 1/8 x 3 5/8 in.),John L. Severance Fund,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1991.107/1991.107_web.jpg
1994.98.1,Octagonal Pendant,Jewelry,,324–26 CE,Medieval Art,"Byzantium, Late Roman, Eastern Mediterranean, (probably Sirium or Nicomedia), Byzantine period",,gold,Overall: 9.7 x 9.4 x 1.7 cm (3 13/16 x 3 11/16 x 11/16 in.),Leonard C. Hanna Jr. Fund,104 Late Antiquity,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1994.98.1/1994.98.1_web.jpg
2003.249,Figure of Demosthenes,Ceramic,Enoch Wood,c. 1800,Decorative Art and Design,"England, Staffordshire, Burslem",,lead glazed earthenware,Overall: 47.5 x 39.2 x 18.6 cm (18 11/16 x 15 7/16 x 7 5/16 in.),Bequest of Nicholas J. Velloney,203A British Painting and Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2003.249/2003.249_web.jpg
2010.203,Club (Knobkerrie),Arms and Armor,,1800s–1900s,African Art,"Africa, Southern Africa, Kingdom of Eswatini, Swazi-style maker",,Wood,Overall: 66 cm (26 in.),Leonard C. Hanna Jr. Fund,108B Southern African,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2010.203/2010.203_web.jpg
1916.816,Preparation for the Crucifixion,Painting,,early 1600s,European Painting and Sculpture,"Northern Italy, early 17th century",,oil on copper,Framed: 73.5 x 63.5 x 6.4 cm (28 15/16 x 25 x 2 1/2 in.); Unframed: 55 x 46.2 cm (21 5/8 x 18 3/16 in.),Holden Collection,117A Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.816/1916.816_web.jpg
1961.261,One Hundred Children at Play,Painting,Su Hanchen — Wang Juzhen,1100s–1200s,Chinese Art,"China, Southern Song dynasty (1127-1279)",,Album leaf; ink and color on silk,Image: 28.7 x 31.2 cm (11 5/16 x 12 5/16 in.); with mat: 33.3 x 40.5 cm (13 1/8 x 15 15/16 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.261/1961.261_web.jpg
1972.41,Bodhidharma Meditating Facing a Cliff,Painting,,late 1200s,Chinese Art,"China, Song dynasty (960-1279)",,Hanging scroll; ink on silk,Painting only: 116.5 x 46.4 cm (45 7/8 x 18 1/4 in.); Overall with knobs: 203.2 x 63.5 cm (80 x 25 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1972.41/1972.41_web.jpg
1997.91,Quails and Sparrows in an Autumn Scene,Painting,Wang Yuan,1347,Chinese Art,"China, Yuan dynasty (1271-1368)",,"hanging scroll, ink on paper",Painting: 114.3 x 56 cm (45 x 22 1/16 in.); Overall with knobs: 267.5 x 85 cm (105 5/16 x 33 7/16 in.),Bequest of Mrs. A. Dean Perry,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1997.91/1997.91_web.jpg
1940.465.a,Study for the Nude Youth over the Prophet Daniel (recto),Drawing,Michelangelo Buonarroti,1510–1511,Drawings,"Italy, 16th century","beige(2) laid paper, perimeter mounted to gray laid paper",red chalk over black chalk or charcoal,Sheet: 34.3 x 24.3 cm (13 1/2 x 9 9/16 in.); Secondary Support: 34.4 x 24.4 cm (13 9/16 x 9 5/8 in.),Gift in memory of Henry G. Dalton by his nephews George S. Kendrick and Harry D. Kendrick,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1940.465.a/1940.465.a_web.jpg
1989.50,Cloth of gold with winged lions and griffins,Textile,,1225–75,Textiles,Central Asia,,Silk and gold thread: lampas,Overall: 124 x 48.8 cm (48 13/16 x 19 3/16 in.); Mounted: 135.6 x 59.4 cm (53 3/8 x 23 3/8 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1989.50/1989.50_web.jpg
1955.36,Landscape after Guo Zhongshu,Painting,Bada Shanren,c. 1680–1705,Chinese Art,"China, Qing dynasty (1644-1911)",,Hanging scroll; ink on paper,Painting: 109.9 x 56.4 cm (43 1/4 x 22 3/16 in.); Overall with knobs: 247.7 x 84.5 cm (97 1/2 x 33 1/4 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1955.36/1955.36_web.jpg
2020.214,Clog-shaped Teabowl,Ceramic,,early 1600s,Japanese Art,"Japan, Momoyama period (1573–1615)",,"Glazed stoneware (Mino ware, Oribe type)",Overall: 8 x 14.2 x 11.5 cm (3 1/8 x 5 9/16 x 4 1/2 in.),Severance and Greta Millikin Purchase Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2020.214/2020.214_web.jpg
1953.629,"Tall Bamboo and Distant Mountains, after Wang Meng",Painting,Wang Hui,1694,Chinese Art,"China, Qing dynasty (1644-1911)",,Hanging scroll; ink on paper,Painting: 79.6 x 39.4 cm (31 5/16 x 15 1/2 in.); Overall with knobs: 215.8 x 61.6 cm (84 15/16 x 24 1/4 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1953.629/1953.629_web.jpg
1988.67.3,Rhyton,Silver,,c. late 600s–early 700s,Indian and Southeast Asian Art,Central Asia (Sogdiana) or Tibet,,silver with gilded foil,Overall: 30.5 cm (12 in.);,Gift of Mrs. Clara Taplin Rankin,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1988.67.3/1988.67.3_web.jpg
1997.93,Fishermen-Hermits in Stream and Mountain,Painting,Zhao Yong,1300s,Chinese Art,"China, Yuan dynasty (1271-1368)",,Hanging scroll; ink and color on silk,Painting: 85.5 x 42.5 cm (33 11/16 x 16 3/4 in.); Overall with knobs: 229 x 70 cm (90 3/16 x 27 9/16 in.),Bequest of Mrs. A. Dean Perry,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1997.93/1997.93_web.jpg
1997.96,Streams and Mountains,Painting,Xu Ben,1372,Chinese Art,"China, Yuan dynasty (1271-1368)",,"hanging scroll, ink on paper",Image: 92.2 x 37.6 cm (36 5/16 x 14 13/16 in.); Overall: 228 x 54.5 cm (89 3/4 x 21 7/16 in.),Bequest of Mrs. A. Dean Perry,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1997.96/1997.96_web.jpg
1920.1975,Trial Piece Worked on Both Sides,Sculpture,,c. 1391–1353 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, probably Thebes, New Kingdom (1540–1069 BCE), Dynasty 18, reign of Amenhotep III (1390–1352 BCE)",,limestone,Overall: 34.4 x 24 x 7 cm (13 9/16 x 9 7/16 x 2 3/4 in.),Gift of the John Huntington Art and Polytechnic Trust,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1920.1975/1920.1975_web.jpg
1923.644,Black-Figure Neck-Amphora of Panathenaic Shape (Storage Vessel),Ceramic,,525–500 BCE,Greek and Roman Art,"Greek, Attic",,ceramic,Overall: 41.4 cm (16 5/16 in.),Gift of J. H. Wade,102B Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1923.644/1923.644_web.jpg
1924.355,Black-Figure Olpe (Wine Jug): Rooster,Ceramic,,c. 575 BCE,Greek and Roman Art,"Greek, Middle/Late Corinthian",,ceramic,Overall: 35.5 cm (14 in.),Dudley P. Allen Fund,102B Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1924.355/1924.355_web.jpg
1928.179,Wine Ewer with Incised Bamboo Shoot Design,Ceramic,,1100s,Korean Art,"Korea, Goryeo dynasty (918–1392)",,celadon ware with incised decoration,Diameter: 14.7 cm (5 13/16 in.); Overall: 18.2 cm (7 3/16 in.),Gift of John L. Severance,236 Korean,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1928.179/1928.179_web.jpg
1938.169,Saint Andrew,Sculpture,Master of Elsloo,c. 1515–20,Medieval Art,"Netherlands, Elsloo, 16th century",,oak with traces of paint,Overall: 70.8 x 27 cm (27 7/8 x 10 5/8 in.),Gift of John D. Rockefeller Jr.,112 Northern Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1938.169/1938.169_web.jpg
1943.52,Pair of Pharmacy Bottles,Ceramic,,c. 1500–1510,Decorative Art and Design,"Italy, Papal States, Faenza",,tin-glazed earthenware (maiolica),Overall: 38.8 cm (15 1/4 in.),Purchase from the J. H. Wade Fund,118 Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1943.52/1943.52_web.jpg
1967.245,Red-Figure Bail Amphora (Storage Vessel): Draped Women,Ceramic,"CA Painter, Walters Sub-group",330–320 BCE,Greek and Roman Art,"South Italian, Campanian, Cumaean",,ceramic,Diameter: 12.2 cm (4 13/16 in.); Overall: 54.6 cm (21 1/2 in.),Gift of Italian Ministry of Public Education,102D Pre-Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1967.245/1967.245_web.jpg
1985.1,Black-Figure Lekythos (Oil Vessel): Pan Presenting Hare to Woman,Ceramic,Asteas/Python Workshop,c. 330–320 BCE,Greek and Roman Art,"South Italian, Paestan",,ceramic,Diameter: 6.1 cm (2 3/8 in.); Overall: 25.7 x 12.9 cm (10 1/8 x 5 1/16 in.); Diameter of foot: 8.1 cm (3 3/16 in.),John L. Severance Fund,102D Pre-Roman,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1985.1/1985.1_web.jpg
1996.28,Statue of Minemheb,Sculpture,,c. 1391–1353 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, New Kingdom (1540–1069 BCE), Dynasty 18, reign of Amenhotep III (1390–1352 BCE)",,granodiorite,Overall: 45 x 16.6 x 28.3 cm (17 11/16 x 6 9/16 x 11 1/8 in.),Leonard C. Hanna Jr. Fund,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1996.28/1996.28_web.jpg
2021.2,Dido,Sculpture,Aurelio Lombardo,c. 1525,European Painting and Sculpture,Italy,,marble,Overall: 50 x 26.5 x 14 cm (19 11/16 x 10 7/16 x 5 1/2 in.),Mr. and Mrs. William H. Marlatt Fund,117A Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2021.2/2021.2_web.jpg
1961.421.2,Poem by Wang Wei in the Cursive Script Style,Calligraphy,Song Lizong,1256,Chinese Art,"China, Southern Song dynasty (1127-1279)",,Album leaf; ink on silk,Image: 25.1 x 25.3 cm (9 7/8 x 9 15/16 in.); with mat: 33.3 x 40.5 cm (13 1/8 x 15 15/16 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.421.2/1961.421.2_web.jpg
1966.118,Selections from the New Collection of Japanese Poems from Ancient and Modern Times (Shinkokin wakashū) with Printed Designs of Chinese Lions and Crab Finger Grass,Calligraphy,Hon'ami Kōetsu — Tawaraya Sōtatsu,early 1600s,Japanese Art,"Japan, Edo period (1615–1868)",,"handscroll; ink, gold, and silver on paper",Overall: 23.2 x 346.6 cm (9 1/8 x 136 7/16 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1966.118/1966.118_web.jpg
1948.171,Venus with a Burning Urn,Sculpture,,c. 1500–1520,European Painting and Sculpture,"Northern Italy, 16th century",,gilt bronze,Overall: 19.6 x 6.3 x 4 cm (7 11/16 x 2 1/2 x 1 9/16 in.); with base: 28.6 x 7 x 7 cm (11 1/4 x 2 3/4 x 2 3/4 in.),John L. Severance Fund,117A Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1948.171/1948.171_web.jpg
1962.169,"Piazza San Marco, Venice",Painting,Bernardo Bellotto,c. 1740,European Painting and Sculpture,"Italy, 18th century",,oil on canvas,Framed: 164.5 x 264 x 12 cm (64 3/4 x 103 15/16 x 4 3/4 in.); Unframed: 136.2 x 232.5 cm (53 5/8 x 91 9/16 in.),Leonard C. Hanna Jr. Fund,201 French Neoclassical Painting & Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1962.169/1962.169_web.jpg
1924.430,Illumination Excised from a Choir Book: Two Female Angels,Manuscript,Niccolo di ser Sozzo Tegliacci,c. 1332,Medieval Art,"Italy, Siena",,tempera and gold on parchment,Sheet: 8.2 x 7.3 cm (3 1/4 x 2 7/8 in.),Gift from J. H. Wade,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1924.430/1924.430_web.jpg
1959.136.1,Dragon and Tiger,Painting,Sesson Shūkei,c. 1546–56,Japanese Art,"Japan, Muromachi period (1392–1573) to Momoyama period (1573–1615)",,One of a pair of six-panel folding screens; ink on paper,Painting: 157.3 x 339 cm (61 15/16 x 133 7/16 in.); Framed: 172.3 x 354 cm (67 13/16 x 139 3/8 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1959.136.1/1959.136.1_web.jpg
1916.815,Portrait of Pope Sixtus IV della Rovere,Painting,Pedro Berruguete,c. 1476–82,European Painting and Sculpture,Spain,,"oil on wood, transferred to canvas",Framed: 95.5 x 76 x 5 cm (37 5/8 x 29 15/16 x 1 15/16 in.); Unframed: 70.2 x 51.4 cm (27 5/8 x 20 1/4 in.),Holden Collection,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.815/1916.815_web.jpg
1948.128,Birds and Flowers,Painting,Kano Mitsunobu — Kano Shōei,late 1500s,Japanese Art,"Japan, Momoyama period (1573–1615)",,"Pair of six-panel folding screens; ink, color, and gold on paper",Image: 155.5 x 340 cm (61 1/4 x 133 7/8 in.),Gift of William G. Mather,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1948.128/1948.128_web.jpg
1955.164,"A Procession of Triumphal Cars in the Piazza San Marco, Venice, Celebrating the Visit of the Conti del Nord (recto); Three Sketches of Arches (verso)",Drawing,Francesco Guardi,1782,Drawings,"Italy, Venice",,pen and brown ink with brush and brown wash,Sheet: 25.9 x 36.8 cm (10 3/16 x 14 1/2 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1955.164/1955.164_web.jpg
1929.951,Outskirts of Paris,Painting,Henri Rousseau,c. 1897–1905,Modern European Painting and Sculpture,"France, late 19th Century-early 20th Century",,oil on fabric,Framed: 56.5 x 65.5 x 8 cm (22 1/4 x 25 13/16 x 3 1/8 in.); Unframed: 37.8 x 45.8 cm (14 7/8 x 18 1/16 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1929.951/1929.951_web.jpg
1954.128,Boy with Anchor,Drawing,Winslow Homer,1873,Drawings,America,beige(2) wove paper,watercolor and gouache with graphite,Sheet: 19.4 x 34.9 cm (7 5/8 x 13 3/4 in.),Norman O. Stone and Ella A. Stone Memorial Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1954.128/1954.128_web.jpg
1970.76,River Village in a Rainstorm,Painting,Lu Wenying,c. 1480–1507,Chinese Art,"China, Ming dynasty (1368–1644)",,Hanging scroll; ink and slight color on silk,Painting: 170.5 x 103.4 cm (67 1/8 x 40 11/16 in.); Overall with knobs: 279.6 x 134.3 cm (110 1/16 x 52 7/8 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1970.76/1970.76_web.jpg
1974.26,A Prunus in the Moonlight,Painting,Wang Mian,1300s,Chinese Art,"China, Yuan dynasty (1271-1368)",,Hanging scroll; ink on silk,Painting: 164.6 x 94.6 cm (64 13/16 x 37 1/4 in.); Overall with knobs: 260.6 x 126.3 cm (102 5/8 x 49 3/4 in.),Leonard C. Hanna Jr. Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1974.26/1974.26_web.jpg
1930.104,Red-Figure Column Krater (Mixing Vessel): Apollo and Goddesses with Chariot (A); Komos (Revel) (B),Ceramic,Cleveland Painter,c. 470–460 BCE,Greek and Roman Art,"Greek, Attic",,ceramic,Overall: 56.5 cm (22 1/4 in.),Purchase from the J. H. Wade Fund,102B Greek,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1930.104/1930.104_web.jpg
1946.223,Bird Pendant,Metalwork,,c. 1000–1550,Art of the Americas,"Costa Rica, Diquís region, or Panama, 11th-16th century",,cast gold,Overall: 10.6 x 12.7 x 2.5 cm (4 3/16 x 5 x 1 in.),Gift of Mrs. A. S. Ingalls,233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1946.223/1946.223_web.jpg
1947.18,Tunjos (Votive Offering Figurine),Metalwork,,c. 900–1550,Art of the Americas,"Colombia, Muisca style",,cast gold,Overall: 12.9 x 5.1 x 0.6 cm (5 1/16 x 2 x 1/4 in.),"In memory of Mr. and Mrs. Henry Humphreys, gift of their daughter Helen",233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1947.18/1947.18_web.jpg
1947.22,Tunjos (Votive Offering Figurine),Metalwork,,c. 900–1550,Art of the Americas,"Colombia, Muisca style",,cast gold,Overall: 10.1 x 2.4 x 0.7 cm (4 x 15/16 x 1/4 in.),"In memory of Mr. and Mrs. Henry Humphreys, gift of their daughter Helen",233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1947.22/1947.22_web.jpg
1948.18,Animal-Headed Figure Pendant,Metalwork,,c. 1000–1550,Art of the Americas,"Costa Rica, Diquís region, 11th-16th century",,cast gold,Overall: 8.7 x 9 x 3.1 cm (3 7/16 x 3 9/16 x 1 1/4 in.),James Albert Ford Memorial Fund,233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1948.18/1948.18_web.jpg
1926.140.9,"And I Saw an Angel Coming Down from Heaven, Having the Key of the Bottomless Pit and a Great Chain in His Hand",Print,Odilon Redon — Blanchard — Ambroise Vollard,1899,Prints,"France, late 19th Century",China paper — wove paper,lithograph,Image: 30.4 x 23.2 cm (11 15/16 x 9 1/8 in.),Gift of Ralph King,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1926.140.9/1926.140.9_web.jpg
1927.477.4,"And a Large Bird, Descending from the Sky, Hurls Itself against the Topmost Point of Her Hair",Print,Odilon Redon — Becquet — Edmond Deman,1888,Prints,"France, 19th century",China paper — wove paper,lithograph,Image: 19 x 16 cm (7 1/2 x 6 5/16 in.),Gift of The Print Club of Cleveland,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1927.477.4/1927.477.4_web.jpg
1948.137,"Portrait of a Woman, probably Aeltje Dircksdr. Pater",Painting,Frans Hals,1638,European Painting and Sculpture,Netherlands,,oil on canvas,Framed: 82 x 67 x 6.5 cm (32 5/16 x 26 3/8 x 2 9/16 in.); Unframed: 66.5 x 52.3 cm (26 3/16 x 20 9/16 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1948.137/1948.137_web.jpg
1964.23,The Massacre of the Innocents (Without the Fir Tree),Print,Marcantonio Raimondi — Raphael,about 1511–12,Prints,"Italy, 16th century",,engraving,Sheet: 28 x 42.6 cm (11 x 16 3/4 in.),Gift of The Print Club of Cleveland,100 1916 Lobby,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1964.23/1964.23_web.jpg
1962.279.231.b,"The Brahman gives an account of his falling in love with the king of Babylon’s daughter to his friend, the magician, from a Tuti-nama (Tales of a Parrot): Thirty-fifth Night",Painting,,c. 1560,Indian and Southeast Asian Art,"Mughal India, court of Akbar (reigned 1556–1605)",,"gum tempera, ink, and gold on paper",Overall: 20.3 x 14 cm (8 x 5 1/2 in.); Painting only: 9.7 x 10.2 cm (3 13/16 x 4 in.),Gift of Mrs. A. Dean Perry,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1962.279.231.b/1962.279.231.b_web.jpg
2019.82,Ancestor Group Portrait,Painting,,1796–1820,Chinese Art,"China, Qing dynasty (1644-1911), Jiaqing period (1796-1820)",,Hanging scroll; ink and color on paper,Overall: 278.2 x 112.2 cm (109 1/2 x 44 3/16 in.); Painting only: 157.2 x 90.2 cm (61 7/8 x 35 1/2 in.),Gift of Joyce G. Ames in honor of her husband B. Charles Ames,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2019.82/2019.82_web.jpg
1927.298,The Mender,Drawing,Camille Pissarro,c. 1881,Drawings,"France, 19th century",,pen and black ink and gray wash over graphite heightened with white gouache,Sheet: 15.1 x 10.2 cm (5 15/16 x 4 in.),Gift of The Print Club of Cleveland,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1927.298/1927.298_web.jpg
1916.1037,The Triumph of the Church,Painting,Peter Paul Rubens,after 1628,European Painting and Sculpture,Flanders,,oil on wood,Framed: 129.5 x 96.5 x 8.5 cm (51 x 38 x 3 3/8 in.); Unframed: 74.1 x 105.7 cm (29 3/16 x 41 5/8 in.),Gift of Mr. and Mrs. J. H. Wade,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1037/1916.1037_web.jpg
2002.91,Cupid and Psyche,Drawing,Jacques-Louis David,1813,Drawings,"France, 19th century",laid paper,gray wash and pen and black ink with white paint and traces of black chalk,Sheet: 16.7 x 22.4 cm (6 9/16 x 8 13/16 in.),Andrew R. and Martha Holden Jennings Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2002.91/2002.91_web.jpg
1969.54,Madame Lerolle,Painting,Henri Fantin-Latour,1882,Modern European Painting and Sculpture,"France, 19th century",,oil on fabric,Framed: 132.4 x 103.5 x 8.3 cm (52 1/8 x 40 3/4 x 3 1/4 in.); Unframed: 108.2 x 78.9 cm (42 5/8 x 31 1/16 in.),Purchase from the J. H. Wade Fund and the Fanny Tewksbury King Collection by exchange,220 19th Century European,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1969.54/1969.54_web.jpg
1916.1508,Two-Handed Sword of the State Guard of Julius of Brunswick-Lunüneburg,Arms and Armor,,1574,Medieval Art,"Germany, Brunswick, 16th century",,"steel, leather and wire bound grip",Overall: 186.1 cm (73 1/4 in.); Blade: 132.1 cm (52 in.); Quillions: 51.4 cm (20 1/4 in.); Grip: 45.7 cm (18 in.); Ricasso: 25.1 cm (9 7/8 in.),Gift of Mr. and Mrs. John L. Severance,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1508/1916.1508_web.jpg
