Accession no.,Title,Object type,Artist,Date,Department,Culture,Materials,Technique,Dimensions,Credit line,Location,Credit,Image
1942.152.276.b,"Text, folio 276 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.276.b/1942.152.276.b_web.jpg
1942.152.277.a,"Text, folio 277 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.277.a/1942.152.277.a_web.jpg
1942.152.277.b,"Text, folio 277 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.277.b/1942.152.277.b_web.jpg
1942.152.278.a,"Text, folio 278 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.278.a/1942.152.278.a_web.jpg
1942.152.278.b,"Text, folio 278 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.278.b/1942.152.278.b_web.jpg
1942.152.279.a,"Text, folio 279 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.279.a/1942.152.279.a_web.jpg
1942.152.279.b,"Text, folio 279 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.279.b/1942.152.279.b_web.jpg
1942.152.28.b,"Text, folio 28 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.28.b/1942.152.28.b_web.jpg
1942.152.280.b,"Text, folio 280 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.280.b/1942.152.280.b_web.jpg
1942.152.281.a,"Text, folio 281 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.281.a/1942.152.281.a_web.jpg
1942.152.281.b,"Text, folio 281 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.281.b/1942.152.281.b_web.jpg
1942.152.282.a,"Text, folio 282 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.282.a/1942.152.282.a_web.jpg
1942.152.282.b,"Text, folio 282 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.282.b/1942.152.282.b_web.jpg
1942.152.283.a,"Text, folio 283 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.283.a/1942.152.283.a_web.jpg
1942.152.283.b,"Text, folio 283 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.283.b/1942.152.283.b_web.jpg
1942.152.284.a,"Text, folio 284 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.284.a/1942.152.284.a_web.jpg
1942.152.284.b,"Text, folio 284 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.284.b/1942.152.284.b_web.jpg
1942.152.285.a,"Text, folio 285 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.285.a/1942.152.285.a_web.jpg
1942.152.285.b,"Text, folio 285 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.285.b/1942.152.285.b_web.jpg
1942.152.286.a,"Text, folio 286 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.286.a/1942.152.286.a_web.jpg
1942.152.286.b,"Text, folio 286 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.286.b/1942.152.286.b_web.jpg
1942.152.287.a,"Text, folio 287 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.287.a/1942.152.287.a_web.jpg
1942.152.287.b,"Text, folio 287 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.287.b/1942.152.287.b_web.jpg
1942.152.288.a,"Text, folio 288 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.288.a/1942.152.288.a_web.jpg
1942.152.288.b,"Text, folio 288 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.288.b/1942.152.288.b_web.jpg
1942.152.289.a,"Text, folio 289 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.289.a/1942.152.289.a_web.jpg
1942.152.289.b,"Text, folio 289 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.289.b/1942.152.289.b_web.jpg
1942.152.29.a,"Text, folio 29 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.29.a/1942.152.29.a_web.jpg
1942.152.29.b,"Text, folio 29 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.29.b/1942.152.29.b_web.jpg
1942.152.290.a,"Text, folio 290 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.290.a/1942.152.290.a_web.jpg
1942.152.290.b,"Text, folio 290 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.290.b/1942.152.290.b_web.jpg
1942.152.291.a,"Text, folio 291 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.291.a/1942.152.291.a_web.jpg
1942.152.291.b,"Text, folio 291 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.291.b/1942.152.291.b_web.jpg
1942.152.292.a,"Text, folio 292 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.292.a/1942.152.292.a_web.jpg
1942.152.292.b,"Text, folio 292 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.292.b/1942.152.292.b_web.jpg
1942.152.293.a,"Text, folio 293 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.293.a/1942.152.293.a_web.jpg
1942.152.293.b,"Text, folio 293 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.293.b/1942.152.293.b_web.jpg
1942.152.294.a,"Text, folio 294 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.294.a/1942.152.294.a_web.jpg
1942.152.295.a,"Text, folio 295 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.295.a/1942.152.295.a_web.jpg
1942.152.295.b,"Text, folio 295 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.295.b/1942.152.295.b_web.jpg
1942.152.296.a,"Text, folio 296 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.296.a/1942.152.296.a_web.jpg
1942.152.296.b,"Text, folio 296 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.296.b/1942.152.296.b_web.jpg
1942.152.297.b,"Text, folio 297 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.297.b/1942.152.297.b_web.jpg
1942.152.298.a,"Text, folio 298 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.298.a/1942.152.298.a_web.jpg
1942.152.298.b,"Text, folio 298 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.298.b/1942.152.298.b_web.jpg
1942.152.299.a,"Text, folio 299 (recto), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.299.a/1942.152.299.a_web.jpg
1942.152.299.b,"Text, folio 299 (verso), from a Gospel Book with Commentaries",Bound Volume,,c. 1000–1100,Medieval Art,"Byzantium, Constantinople",,"ink, tempera, and gold on vellum; leather binding",Sheet: 28 x 23 cm (11 x 9 1/16 in.),Purchase from the J. H. Wade Fund,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.152.299.b/1942.152.299.b_web.jpg
